DNS/ResourceRecords/A.cs	209	inequality-to-equality	SURVIVED-EVERYWHERE	if (RData.Length != 4)
DNS/ResourceRecords/A.cs	234	inequality-to-equality	SURVIVED-EVERYWHERE	if (read != 4)
DNS/ResourceRecords/A.cs	272	true-to-false	SURVIVED-EVERYWHERE	#region (protected override) SerializeRRData(Stream, UseCompression = true, CompressionOffsets = null)
DNS/ResourceRecords/A.cs	281	true-to-false	SURVIVED-EVERYWHERE	Boolean                     UseCompression       = true,
DNS/ResourceRecords/AAAA.cs	208	inequality-to-equality	SURVIVED-EVERYWHERE	if (RData.Length != 16)
DNS/ResourceRecords/AAAA.cs	233	inequality-to-equality	SURVIVED-EVERYWHERE	if (read != 16)
DNS/ResourceRecords/AAAA.cs	281	true-to-false	SURVIVED-EVERYWHERE	#region (protected override) SerializeRRData(Stream, UseCompression = true, CompressionOffsets = null)
DNS/ResourceRecords/AAAA.cs	290	true-to-false	SURVIVED-EVERYWHERE	Boolean                     UseCompression       = true,
DNS/ResourceRecords/ADNSResourceRecord.cs	211	true-to-false	SURVIVED-EVERYWHERE	[NotNullWhen(true)] out IDNSResourceRecord?  ResourceRecord,
DNS/ResourceRecords/ADNSResourceRecord.cs	244	false-to-true	SURVIVED-EVERYWHERE	return false;
DNS/ResourceRecords/ADNSResourceRecord.cs	344	less-to-less-or-equal	SURVIVED-EVERYWHERE	if (parts.Length < 6)
DNS/ResourceRecords/ADNSResourceRecord.cs	388	less-to-less-or-equal	SURVIVED-EVERYWHERE	if (parts.Length < 6)
DNS/ResourceRecords/ADNSResourceRecord.cs	425	false-to-true	SURVIVED-EVERYWHERE	var isEscaped   = false;
DNS/ResourceRecords/ADNSResourceRecord.cs	433	false-to-true	SURVIVED-EVERYWHERE	isEscaped = false;
DNS/ResourceRecords/ADNSResourceRecord.cs	440	true-to-false	SURVIVED-EVERYWHERE	isEscaped = true;
DNS/ResourceRecords/ADNSResourceRecord.cs	504	true-to-false	SURVIVED-EVERYWHERE	[NotNullWhen(true)] out Byte[]?   Bytes)
DNS/ResourceRecords/ADNSResourceRecord.cs	515	false-to-true	SURVIVED-EVERYWHERE	return false;
DNS/ResourceRecords/ADNSResourceRecord.cs	567	false-to-true	SURVIVED-EVERYWHERE	ResourceRecord.Serialize(wire, UseCompression: false);
DNS/ResourceRecords/ADNSResourceRecord.cs	572	less-to-less-or-equal	SURVIVED-EVERYWHERE	while (offset < bytes.Length && bytes[offset] != 0)
DNS/ResourceRecords/ADNSResourceRecord.cs	617	greater-to-ge	SURVIVED-EVERYWHERE	if (RData.Length > UInt16.MaxValue)
DNS/ResourceRecords/ADNSResourceRecord.cs	622	false-to-true	SURVIVED-EVERYWHERE	DNSServiceName.Serialize(wire, 0, UseCompression: false, Offsets: []);
DNS/ResourceRecords/ADNSResourceRecord.cs	656	true-to-false	SURVIVED-EVERYWHERE	if (Enum.TryParse(Text, true, out Class) &&
DNS/ResourceRecords/ADNSResourceRecord.cs	690	logical-and-to-or	SURVIVED-EVERYWHERE	if (Enum.TryParse (Text, true, out Type) &&
DNS/ResourceRecords/ADNSResourceRecord.cs	690	true-to-false	SURVIVED-EVERYWHERE	if (Enum.TryParse (Text, true, out Type) &&
DNS/ResourceRecords/ADNSResourceRecord.cs	703	false-to-true	SURVIVED-EVERYWHERE	return false;
DNS/ResourceRecords/ADNSResourceRecord.cs	731	false-to-true	SURVIVED-EVERYWHERE	return false;
DNS/ResourceRecords/ADNSResourceRecord.cs	758	logical-or-to-and	SURVIVED-EVERYWHERE	if (!UInt64.TryParse(Text[start..index], NumberStyles.Integer, CultureInfo.InvariantCulture, out var value) ||
DNS/ResourceRecords/ADNSResourceRecord.cs	759	greater-to-ge	SURVIVED-EVERYWHERE	value > UInt32.MaxValue)
DNS/ResourceRecords/ADNSResourceRecord.cs	761	false-to-true	SURVIVED-EVERYWHERE	return false;
DNS/ResourceRecords/ADNSResourceRecord.cs	778	greater-to-ge	SURVIVED-EVERYWHERE	if (total > UInt32.MaxValue)
DNS/ResourceRecords/ADNSResourceRecord.cs	779	false-to-true	SURVIVED-EVERYWHERE	return false;
DNS/ResourceRecords/ADNSResourceRecord.cs	827	false-to-true	SURVIVED-EVERYWHERE	return false;
